corrected_comment,rating,sentiment
Mình mua trả góp không biết có được hưởng ưu đãi cơ hội chúng xe sirius không nhỉ?,4,1
"Sp rất tốt, pin 4500 nhưng thời lượng sẽ cảm thấy ổn hơn mấy dòng pin 5000. Hoàn toàn ko có hiện tượng giật lác, đa nhiệm mượt. M. cũng đang xài Iphone 11pro mà cảm giác còn ko mượt bằng con X8b này.",5,1
Dung mượt tốt nên mua!,5,1
Đúng tầm đặc trong tâm tiền thì bữa còn ngon hơn.,3,0
Ok !,5,1
Ok tốt.,5,1
"Dùng mượt , nhanh .",5,1
"Pin 6000 mà ko bằng 5000 của vivo. Xài có 12 giờ, 4 giờ chơi game nông trại, 2 giờ lướt Facebook còn 6 giờ, tắt màn hình, nghe nhạc YouTube, màn hình hiển thị đẹp, chụp hình ok, chơi game hơi lag .",4,1
"Máy OK. Pin tốt. Tối ưu phần mềm OK. . Loa kép âm lượng lớn. Màn hình rõ đẹp.. Camera đẹp. Máy không thích hợp chơi game. Phù hợp cho mấy bạn chạy công nghệ văn phòng người lớn tuổi, không chú trọng game, chỉ pin OK. Màn hình OK. đa nhiệt, OK bền ít lỗi vặt. Chú ý khi chi tiết khi sử dụng máy nên vào phần cài đặt hệ thống và cập nhật để chỉnh lại bàn phím.. Làm điều hướng hệ thống để chỉnh sửa phù hợp với người sử dụng.",5,1
"Màn hình điện thoại không bị chói lóa, rất tiện lợi khi sử dụng ngoài trời nắng, màn hình lại có độ nhám khác với màn hình truyền thống khá mới lạ, tôi rất thích.",5,1
Rốt tốt.,5,1
Màng hình và chíp khá tệ trong tầm giá.,2,0
Dùng khá ok với giá tiền.,5,1
Đang sử dụng bình thường.,4,1
"Chip hơi yếu, Tiktok mặc định sẽ sợ bị thu thập dữ liệu thôi, mọi thứ còn lại quá ổn.. Độ bền thì đợi thời gian..",4,1
"Ok , máy mượt .",4,1
Mới dùng đã bị sọc màn hình nhỏ rồi.,1,0
Tôi rất hài lòng.,5,1
Ok !,4,1
"Nói chung về tầm giá này thì quá hời.. Chiếc điện thoại vs đầy đủ tính năng đơn giãn và nhiều điểm cộng lớn như là màn hình to viền mỏng hơn so với các sản phẩm đắt tiền khác, loa kép rất rất lớn, pin sài cực kì trâu bò luôn nhìn.. Đang xài iphone mà qua sài con này cái thấy khác liền, sạc đầy 100% là sài từ sáng tới tối vẫn còn pin, ai như ông ai phone ngày sạc 23 lần.. Nhưng máy này k chơi game ổn đâu vì nó trang bị 1 con trip hơi cùi nên chỉ để sử dụng các tác dụng cơ bản, thôi như xem phim, nghe nhạc, videocall .",5,1
"Mình đã mua 1 em go 2024 trắng rất tâm đắc, phần giới thiệu có chạm 2 lần tắt sáng màn hình và sau 3 ngày mình cố gắng cài đặc ko được. Mình đem xuống các bạn hổ trợ mở chức năng đó 3 tiếng đồng hồ vẫn ko được lý giải là do trang đưa thông tin sai, không phải lỗi hãng và cũng ko phải lỗi khách hàng, vậy mình cũng chẳng biết trách nhiệm này là của ai buộc phải trả. Tuy máy giá trị không cao nhưng mình lỗi này mình vẫn khó chấp nhận được. Sẽ ai mua máy này thì mình xin tặng bốp Mình đã mua cho bạn nào ở Nha Trang nhà 60k đó ko rẻ đâu.",3,0
Khác xa so với tưởng tưởng của mình.. May rất đẹp và phù hợp với ai chỉ sử dụng lướt fb.YouTube và tiktok.,5,1
Tốt .,5,1
Ổn: .,5,1
Good phone!,5,1
Xài rất tốt.,5,1
Tốt .,4,1
"Pin tốt, nghe gọi ổn, tuy nhiên loa trong không lớn lắm.",3,0
Máy dùng rất tốt.,5,1
Tốt .,5,1
"Điện thoại dùng ổn nắp lưng mỏng, máy không cập nhật ott được còn lại bình thường.",4,1
"Điện thoại bị lỗi có rất nhiều lí do: Lỗi khi lướt web được 3 đến 6 trang, khi để máy chờ tí sẽ bị lỗi hình nền RAM và chip thấp hơn so với mẫu Nokia 215 4G 2020 215 4G có 64MB RAM và chip Unisoc T117 hoặc gọi là UMS9117 mà 8210 4G chỉ có 48MB RAM với Unisoc T107 Camera.. Rợn game trên máy quá ít: Bắt cột sóng yếu Nói chung chỉ ổn cho những bạn nào dùng đơn giản máy phụ hoặc nghe gọi dùng làm máy chính thì không nên.",3,0
"Pin dung lương cao nhưng mau hết quá, chỉ để nge và gọi tổng thời gian nghe và gọi 1ngày không quá 5 phút nhưng chưa tới 2 ngày là hết sạch pin.",2,0
Ok !,4,1
Máy sử dụng tốt.,5,1
"Sản phẩm chất lượng, dịch vụ tốt.",4,1
"Pin xài lâu, âm thanh lớn, phong chữ rõ.",5,1
Lỏi pin.,2,0
Ok !,4,1
Tốt .,4,1
"đẹp, bền, gọn. ưng, 10 điểm.",5,1
Phục vụ khách hàng chu đáo .,5,1
Pin mới sạc hôm qua hôm nay báo hết.,3,0
Tai nghe đặt ko đc tốt.,3,0
tốt.,5,1
"Mới mua về bị đơ 1 lần, mình tắt dữ liệu chuyển bộ nhớ sang thẻ nhớ thì hết đơn.",3,0
May treo nhan tin lien Tuc .,1,0
Xài ok?,5,1
Sản phẩm và người phục vụ tốt.,5,1
"Nắp lưng ọp ẹp, rẻ tiền, trên đầu màn hình hở sáng rất khó chịu! Trong tối bật màn hình lên mình sẽ thấy 1 vệt sáng trên đầu màn hình! Không xứng đáng giá tiền!",1,0
"Máy lâu lâu bị đơ, ko bấm được, phải tháo pin ra khởi động lại, pin bị lỏng tắt nguồn phải chem cho chặt, .",2,0
"Pin mau hết quá, mình sạc đầy tối hôm trước ko dùng gì, sim cũng chưa lắp mà tới hôm nay pin sụt còn mỗi ít như trong ảnh.",1,0
"Tôi dùng nôkia, đã nhiều nhưng hạng nặng tiền thì đắt mà khó dùng quá, Bin thì chỉ trong ngày là hết, các chức năng quá nhiều lộn xộn nên khó tìm kiếm để sử dụng.Không biết lỡ mua giờ phải chịu..",2,0
"Font chữ to, điện thoại nghe gọi rõ ràng. Lại đẹp nữa.",5,1
"Pin quá yếu, theo hệ thống là 2 ngày mới hết pin nhưng thực trạng chưa đầy 1 ngày đã hết.",2,0
Chất lương tốt.,5,1
Tốt .,4,1
Rất tốt.,5,1
"Pin không như tư vấn ban đầu, lần đầu tiên thất vọng về sản phẩm dù trước giờ rất tin dùng hàng tại TGDD.",2,0
"Sài rất tốt, cảm ơn các bạn.",5,1
Quá thất vọng.. Hoàn trả lại máy rồi.,1,0
"Mua 1 cái lỗi, đổi cái khác. Lỗi.. trả hàng.",2,0
"Tôi rất thích mua hàng ở tập đoàn Thế giới Di động-tôi chung thủy thương hiệu này.Hầu hết toàn thể nhân rất lễ phep-hòa đồng và biết chiều theo ý khách hàng, cám ơn các bạn.",4,1
"Bền nghe rõ loa nghe lớn, pin lâu ngày.",5,1
Giao chậm!,1,0
Rất hài lòng về P.,5,1
"Máy quá nhanh, hết pin.",1,0
Quá láng phí với một số tính năng.,3,0
"Máy quá tệ, giao diện chậm,tìm danh bạ khó, không cần 4g làm gì. Nokia quá kém.",1,0
"Pin nhanh hết, sạc 3 tiếng mới xong, chụp hình xong không thấy ảnh, giao diện tin nhắn như smartphone không phù hợp với 1 cái điện thoại nghe gọi phổ thông.",2,0
Nghe vẫn hơi bé.,3,0
"Pin nhanh hết, pin nghe gọi rất ít, không dùng được 36 tiếng.",2,0
Dung lượng pin và chất lượng nghe thoại quá dở. Tgdd không nên đánh mất danh tiếng của mình khi bán những sản phẩm chất lượng ko tốt.,1,0
"Pin yếu lắm, có khả năng lỗi pin.",3,0
Sản phẩm Kè.,4,1
"Nokia 8210 của ta bị vọng lại tiếng của người đầu dây bên kia, họ nhận được tiếng họ.. Còn bên ta thì nghe gọi bình thường.ng.Có cách nào khắc phục K. hay bị lỗi?.",3,0
"Màu đỏ đẹp, gỡ nắp gắn sim, thẻ nhớ và pin đã dễ dàng. Các khớp ốp điện thoại liền lạc, phím bấm dễ và êm, đài FM to rõ, chuông điện thoại rõ, nghe gọi cuộc điện thoại rõ ràng, NV tư vấn và giao hàng vui vẻ.. Nhanh - Gọn - Lẹ - Lịch sự. Nhàn TG .",5,1
Sản phẩm rất tốt.,5,1
"Chất lượng bị quá kém, không nghe, gọi nhiều, ngày nào cũng phải sạc bịn.",2,0
Tôi rất hài lòng.,5,1
Sản phẩm tốt.,5,1
Sản phẩm tốt .,5,1
Pin quá tệ khi mua hàng online. Gui Bảo hành cũng như ko. Thất vọng về sky.,1,0
Nhỏ gọn . âm thanh đàm thoại rỏ. Mấy chức năng khác không có ý nghĩa gì.,4,1
"Máy đẹp màn hình lớn, cỡ chữ to dể sử dụng bền theo thời gian.",5,1
Tốt .,4,1
"Sản phẩm này tài tệ quá, bị lỗi suốt hay bị tắt nguồn, đề nghị cửa hàng kiểm tra tình trạng máy lại để có máy sửa tốt hơn.",1,0
"Máy đẹp, loa to rõ, nghe, gọi OK, nhân viên giao hàng tận tình.",5,1
"Các bạn rất nhiệt tình, máy bị lỗi cam và đã đc đổi xang máy mới, rất hài lòng.",5,1
"ĐIẸN THOẠI CÓ NHỮNG TÍNH NĂNG KHÔNG CẦN THIẾT, HƠI TO, NHANH HAO PIN. ÒN LẠI TIỆN SỬ DỤNG.ÂM THANH TỐT.",4,1
"Rất tốt về chất lượng, mẫu mã đẹp mắt.",5,1
Hang đẹp .,4,1
Ok !,5,1
"Mọi thứ thì OK, riêng cục pin thì mẫu hết quá, sáng sạc đầy, chiều báo pin yếu.. Dù cho đã bật chế độ tiếp kiệm pin.",2,0
"Sắp tới không hiện tên người gọi con, nhiều tinh thần khát chưa được hoàn hảo lắm.",2,0
Máy mua về bị lỗi ko báo âm bàn phím và báo tin nhắn tới dù đã đổi cái thứ 2.. Thế giới di động cần xem lại lô hàng tháng 10. Giờ ko pik xử lý sao?. Thất vọng khi mua hàng.,1,0
Rất ok.,4,1
"Mua chưa khui hộp, chưa sài luôn shop... nên chưa cho shop 5 sao được nè. Cảm ơn shop và tổng đài đã tư vấn nhiệt tình.. Khi nào giá rẻ hơn sẽ mua thêm nè. Xin chân thành cảm ơn shop.. Xin chân thành cảm ơn.",4,1
Pin sản phẩm kém sa không như mong đợi.,3,0
Máy xài rất tốt.,4,1
Nói chung là xài tốt.,4,1
"Điện thoại bị vọng tiếng, nhanh hết pin, số điện thoại đã lưu trong danh bạ rồi mà gọi đến không hiển thị tên.",1,0
Máy đẹp nhưng pin sài có 2 ngày là hết.,2,0
Điện thoại tốt.,5,1
Điện thoại Nokia 8210 4G dùng rất hay! Chất lượng tuyệt vời: Mình rất thích sản phẩm này!,5,1
"Tôi chỉ cho 3 sao mà thôi: Nghe gọi tốt, Âm lượng vừa phải, Pin lâu được 3 ngày. Điểm trừ thứ nhất là khi bấm bàn phím âm thanh kêu không được hay. Điểm trừ thứ hai là không có profile. Nhắn tin nhắn SMS cũng không giống như Nokia ngày xưa. Tóm lại, đây chỉ là Nokia đã cải tiến nhưng đã phá vỡ những cái tốt đẹp của ngày xưa. Hình thức mẫu mã đẹp, phím bấm hơi cứng chứ không mềm không êm. Tôi mua con này dùng để cài sim chính. Con Phone của tôi thì tôi chỉ dùng vào mạng. Nokia của ngày xưa đẹp đẹp, bền chắc. Bây giờ thì hồn Trương Ba đã hàng thịt mà thôi.",3,0
"Pin chỉ được 1 ngày hết, sử dụng nghe gọi rất ít chỉ ở độ chờ.",2,0
Điện thoại rất OK.,4,1
Điện thoại dùng gần 1 tuần bị lỗi nên đã gởi đi bảo hành. Mong Thế giới đi động hỗ trợ khắc phục sớm.,3,0
"Mau hết pin, dùng 2 ngày bật chế độ tiết kiệm pin, tắt mạng.",2,0
"Pin không sử dụng được lâu dù mình đã chỉnh cấu hình xuống còn 2g, hơi thất vọng.",3,0
"Máy nghe rõ, chữ to dể nhìn, nắm chắc, giá cả phù hợp - nói chung rất OK, mới mua 8/9/2022 .",4,1
Nghe gọi ok. Pin trâu.. Cục gạch thời đại mới.,5,1
"Nokia quá thân thuộc với mọi người, bởi sự đơn giản, bền bỉ của nó cả thập kỷ, mẫu 8210 4 G này có wifi nữa thì tuyệt vời.",4,1
"Nokia 8210 4G cầm rất đã tay, phím bấm sướng. Từ khi ra mắt đã có rất nhiều người mua và chọn màu trắng, ở thành phố Hồ Chí Minh không còn màu trắng nữa rồi, điện thoại này đông đảo người dùng rất mê, có khi lại hết hàng trước IPhone.",5,1
"Đã dùng được 2 tuần, em này ko làm mình thất vọng, mọi thứ đều ổn.",5,1
Ok !,5,1
"Tốt lắm mọi người ạ, có cái pin Sài được 2 đến 3 ngày cho dù tắt hết dữ liệu di động.",5,1
Hao pin quá trời.,1,0
Sph tuyệt cú mèo.,5,1
"Với mục đích nghe gọi thôi thì mua cũng được, ngoài ra thì không có gì khác.",3,0
Máy dùng ổn.........nhân viên tư vấn nhiệt tình.,4,1
"Phải nói là chiếc điện thoại Nokia này rất nhanh hạo pin. Để một ngày không làm gì cũng hết pin. Đây là mua mới từ thế giới di động nhé. Nokia bây giờ chỉ là cái mác thôi, Chắc chắn là hàng của Trung Quốc. Nhưng mà hàng nội địa của Trung Quốc vẫn rất tốt. Thật sự hãng Nokia bị sụp đổ là đúng.",2,0
"Pin tệ, mua mới xài đc hai tháng hư loa.",1,0
"Đây là điện thoại có pin tệ nhất trước giờ mình thấy.. Bạn có hỏi mình nên mua hay không thì Never nha không sài để từ tối đến sáng tiêu hết 1/2 pin, tới chiều là tắt nguồn luôn á Theo như phản hồi từ TGDĐ, không phải lỗi kỹ thuật mà dòng điện này là như vậy.. Lưu ý mình đang đánh giá chất lượng điện nha Không biết cái nào cũng vậy hay xui mà mình mua đúng cái xuất xưởng chưa qua OQC.",1,0
Phù hợp với người dùng rất tốt.,5,1
"Pin quá tệ, mọi người không nên mua nha, một ngày sạc một lần mặc dù chỉ có nghe với gọi thôi, mua được 2 ngày phải đi trả hàng gấp và mất 20% tiền. Lúc đi mua mình có hỏi nhân viên tư vấn nhưng không nói rõ pin mau hết, quá chán sẽ không dám quay lại một lần nào nữa.",1,0
"Sản phẩm tốt, pin để chế độ chờ thì được khoảng 4 ngày. Bạn nhân viên tư vấn nhiệt tình.",5,1
Sản phẩm tốt.,5,1
Tốt .,4,1
Feature phone ổn trong tầm giá. Có 4G .,5,1
Google.,5,1
Pin quá tệ.,1,0
"Mình mới mua Nokia 215 này được 4 ngày nhưng pin rất nhanh hết dù đi làm gì. Sạc qua 1 đêm đầy pin đến trưa thì tụt còn 2 phần, để đến tối thì hết pin. Không biết là pin có vấn đề gì k, hay linh kiện có vấn đề gì ảnh hưởng đến việc pin tụ nhanh.",3,0
Quá nhanh hêt pin nghe dươc mây cuôc dt thi hêt pin du k mơ 4g.,3,0
"Sau 1 tuần sử dụng thì pin, nó ko hề yếu nếu chỉ sử dụng nghe gọi cơ bản, chỉ sạc đầy 1 lần từ lúc mới mua về và dùng đến bây giờ vẫn chưa hết pin, tính ra thời gian chờ phải hơn 1 tuần.. Tuy nhiên, nhược điểm lớn nhất là không chỉnh được kích thước phông chữ, vốn là chức năng quen thuộc của đại đa số điện thoại cơ bản từ xưa đến giờ, thêm nữa là chức năng mở khóa màn hình, bình thường điện thoại mở khóa xong là hiện màn hình chính, còn máy này thì mở xong là vào menu ứng dụng luôn, rất phiền phức.",5,1
Ok !,5,1
"Sử dụng cũng ok nhưng mau hết pin, nếu muốn ko cần sử dụng thì tắt nguồn, khi nào use thì mở lên như vậy đỡ đau hơn.",4,1
"Nhân viên nhiệt tình, hàng đổi trả nhưng chất lượng còn rất ok.",5,1
Tốt .,5,1
"Cách cài game trên 215, mọi trò đều phải mua hà.",5,1
Cỡ chữ bé quá ko chỉnh được.,3,0
"Pin dùng 1 ngày, pin rất yếu.",1,0
"Sp ổn, nhân viên hỗ trợ rất nhiệt tình.",4,1
"Máy sử dụng ok nghe gọi to rõ, nhưng có một nhược điểm pin ko sử dụng vẫn hết, mới sạt buổi sáng xong để đó ko sử dụng gì tới đầu giờ chiều báo hết pin, máy mới mua được 3 tháng haiz.",3,0
San phản dùng tốt ạ.,5,1
"Máy pin rất tệ, thậm chí là quá tệ.",1,0
"Máy mua hai tuần, xài tốt. Nhưng phông chữ quá nhỏ, không có tính năng điều chỉnh cỡ chữ nên nhiều lúc hơi khó đọc.",4,1
"Tự khởi động liên tục, không nghe gọi được.",1,0
An tâm khi mua hàng tại TGDĐ.,4,1
"Hàng chính, hãng nhân viên nhiệt tình vui vẻ chuyên nghiệp.",5,1
"Máy sử dụng ok, loa to rõ, thích cách nhân viên CNTT phục vụ khách hàng.",5,1
Tốt .,5,1
Nghe gọi rất mượt .,4,1
Máy mới mua về. Vừa sạc đầy. Cả ngày gọi 1 2 cuộc gọi cũng hết pin. Mang ra thì đổi cục pin xong vẫn lỗi như v. Trả và tốn 20%.,1,0
Cho mình hỏi TGDD có thu lại máy cũ không vậy.. Máy mình mới mua 5 ngày.,5,1
Chữ nhỏ: .,4,1
Máy dùng ngon.. .,5,1
"Pin tối, tôi sạc xả pin 10 tiếng, sáng ra xa, tới trưa chưa tuột nấc nào.. Ổ phụ nghe gọi chủ yếu xài ổn nhựa, cầm có vẻ mỏng phím êm mà chỉ có nút chọn ở giữ hơi, bất tiện phải phụ thêm nút chọn bên trái nữa thì nghe sóng sanh loa trong ngoài rõ to sp ok.",5,1
"Điện thoại rất tốt, pin trâu. Mình có đọc comment thấy các bạn bảo pin yếu. Nguyên nhân có thể do các bạn đang bật 4g và quên tắt Radio đấy. Mình dùng hơn 2 ngày rồi mà pin chưa tụt mức nào.",5,1
"Máy mua chưa dùng bao lâu đã hư pin, đổi pin khác, dùng vài bữa cũng hư luôn, đến giờ hết bảo hành ký nhận nữa.",1,0
"Mình mua cho mẹ sài.. Chỉ nghe gọi1 ngày, có khi ko gọi hay nghe vẫn hết pin. Phải sạc điện thoại mỗi ngày.",2,0
"Đang dùng tự nhiên khởi động 15 lần, ngày 3 lần.",1,0
"Máy pin quá tệ hại, phải cho cái đánh giá rất tệ.",1,0
Rất ok.,5,1
"Chất lượng pin quá kém, thua cả smartphone .",2,0
"Mới mua mà máy mau hết pin rồi, chán lắm luôn.",1,0
Pin mau hết quá.,1,0
"Cho mình hỏi mua được 1 tuần cho mẹ sử dụng mà sạc đầy chỉ nghe gọi thôi mà hôm nay sạc đầy sáng hôm sao lại hết, xin hỏi shop có thể đổi sản phẩm khác được không vậy, lần này mua hơi thất vọng.",2,0
"Pin khỏe, nghe gọi tốt.",5,1
Chất lượng phù hợp với giá thành.,4,1
"Thực sự quá thất vọng về dòng Nokia này, mặc dù mình đi đổi qua máy thứ 2 nhưng thời lượng pin dùng quá thấp, rất nhanh hết pin.",2,0
SP giới thiệu 3 4 ngày hết pin mà sạc pin dài để khoan 15h là còn có chút.,1,0
Máy nhanh hết pin và chạy chậm.,2,0
Điện thoại dùng 3 tháng đã hư quá tệ.,1,0
Ok !,5,1
"Dùng ổn. Mỗi tội nhiều game mà không xoá được, nhà có trẻ con hay cầm điện thoại chơi game xong, hết số lượt chơi nó bấm mua trò chơi.",4,1
Dùng tốt.,4,1
"Máy ok, nhưng chỉnh kiểu chữ lớn sao ạ?",5,1
Xài ok.,4,1
Tất tốt.,5,1
Dễ sử dụng: .,4,1
tốt.,5,1
"Bao nhiêu băng rơi rớt, mi bền đẹp đơn giản.",5,1
Ok !,4,1
Tôi chọn thế giới di động vì dịch vụ rất hoàn hảo.,5,1
Tốt .,5,1
"Điện thoại đẹp, màu sang, nói chung sản phẩm tốt.",5,1
Điện thoại gọi và nghe loa rõ và lớn.,5,1
"Đt lỗi, mua về sạc đầy sử dụng 1 ngày hết pin. Mang đi bảo hành nói lỗi pin. Thay pin sử dụng được 3 ngày, lần sạc tiếp theo vẫn xài 1 ngày hết pin, mang đi kiểm tra shop nói do đã có chức năng 4g nên hao pin, shop cài lại chức năng 2g sử dụng được 3 ngày, lần sạc pin tiếp theo vẫn xài được 1 ngày lại hết pin. Đi mua cục pin khác về sạc xài vẫn 1 ngày lại hết pin.",1,0
Ok !,5,1
Pin cực tệ. Xài cục gạch mà sạc pin cực hơn cả smartphone nữa.,1,0
"Máy dùng ổn định, thời lượng pin tốt, nghe gọi, sóng tốt.",5,1
Rất tốt.,5,1
Sóng kém.,2,0
Pin yêu mấy bạn?,3,0
"K. hiểu sao đã nhanh hết pin, sạc đầy dùng 1 ngày là sập nguồn.",3,0
Máy dùng 4 ngày đã bị sập nguồn phải đối may khác.,1,0
Phổ thông quá ok.,5,1
"Mầu sắc đẹp.. Chức năng hay. Tuy nhiên, chưa thấy dải cấu hình để khi cần bật chế độ im lặng. Pin kém.",4,1
"Pin kém, bàn phím nhấn khó.",2,0
Nếu mang hình quay số hiển thị số lớn lớn hơn thì tốt quá.,4,1
Pin kém.,2,0
Ok !,4,1
Cũng ok . Tốt .,4,1
"Sản phẩm ok, nhân viên nhiệt tình.",5,1
Nó mới nhưng cùi hơn những chiếc Nokia cũ.,2,0
Tôi mua nhiều lần và hài lòng về dịch vụ.,5,1
Sản phẩm ok?,5,1
Tôi cảm thấy điện thoại Nokia 215 4G dùng tốt rất dễ dùng.,4,1
"Dòng máy này hợp với người lớn tuổi sử dụng.Nhưng chữ quá nhỏ lại ko có chức năng điều chỉnh cỡ chữ kèm thêm màn hình đen thui, muốn đổi màn sang hình trắng nhìn cho dễ chịu nhưng cũng ko có chức năng.Tóm lại, mình nhìn một lúc còn đau mắt huấn hồi, người lớn tuổi ko biết nhìn kiểu chi. Chỉ được 1 điểm, bàn phím dễ bấm .",2,0
Con máy này phần cài đặt ít quá. Không cài đặt được theo ý muốn. Mua cho mẹ xài mà thấy bất tiện quá.,3,0
Sản phẩm dùng tốt . Nghe gọi rõ ràng.,5,1
Good !,5,1
Hàng giao nhanh chóng.,5,1
Hahangs sử dụng tốt.,5,1
Loa thoại bé. Pin cực yếu.,2,0
"Điện thoại xài tốt, nhân viên tư vấn nhiệt tình.",5,1
"Điện thoại sạc xong cả ngày ko ai gọi., ko xài gì cũng hết pin trong ngày. Thật sự pin như vậy ko chấp nhận được.. Mong được DMX phản hồi số xxxx393541 .",1,0
"M mới mua mà sạc pin thì thấy máy báo đầy pin, sạc pin chạy nữa, tháo sạc máy báo pin chưa đc sạc đầy nhờ bên kỹ thuật tư vấn mình nhé.",4,1
Tốt .,5,1
Bth .,5,1
"Máy xài ngon không tụt pin mà còn thích hơn Nokia 105 4G nữa.. Nokia 215 4G đáng mua trong tầm giá, tuy nhiên giá không có rẻ nữa hồi năm 2020 .",5,1
Ok !,5,1
"Mình sài gần 1 tháng mới đánh giá, tuần đầu sẽ mau hết pin 1 ngày là hết, các bạn tắt radio, chỉnh độ sáng màng hình mức thấp nhất là sài dc 3 ngày thì mới báo pin yếu, họ mới nên ko quen, mình tắt phím tắt trái, phím phải nên thao tác lẹ ko còn bấm lộn phím, mọi thứ điều thích ĐT Nokia cơ bản từ xưa tới giờ, cái ko thích là có 3g, 4g đâu sài tới, làm tăng giá thành còn hao pin, 3g giờ toàn sài smartphone. Rất thích các bạn NV trud, ĐMX từ xưa tới giờ, rất chu đáo.",4,1
Được .,5,1
Ok !,4,1
"Điện thoại dùng nhanh hết pin quá, đổi cái khác được không?",2,0
Tôt .,5,1
Giao hàng nhanh.,5,1
Phục vụ tốt.,5,1
"Chet luon, ok .",5,1
"Máy dùng thì rất OK , nhưng pin kém lắm.",3,0
Mua máy dùng đc 1 hôm mà pin rất kém.,2,0
Tốt .,5,1
Máy lỗi.,2,0
TGDD hướng dẫn phát wifi từ máy Nokia 115 4g đi ạ.,3,0
Giá đắt.,3,0
"Máy sài cực chán, mau hết pin, từ sáng đến chiều là sập nguồn mặc dù k sài gì. Sài được 4 ngày mang máy ra đổi mà hết máy nên trả hàng mất 20% phí. 1 trải nghiệm khá hài lòng và mất thời gian.",1,0
"Rat mau het pin ,, am sát đây, chua đên 12 g da het pin.",2,0
Hàng đẹp.,5,1
"Khó sử dụng, pin bình thường không trâu lắm, có nhiều chức năng lạ lùng, bấm mở khoá vào thằng menu không phải màn hình chờ. Không tắt được chế độ khoá bàn phím, không chỉnh được cỡ chữ. Thông báo cuộc gọi đến hiển thị số điện thoại to đùng, tên trong danh bạ bé tí. Nokia làm ra model này bản thân mình đánh giá độ thân thiện người dùng quá tệ.",2,0
Pin quá kém khi dùng mà trong ngày vẫn tự hết.. .,2,0
"Mình mua cho mẹ mình nên cũng ko cảm nhận được, nhưng xài ok lắm shop ạ, chưa nghe mẹ mình bán vốn gì kkkkkk.",5,1
Tốt .,4,1
Sản phẩm tốt.,5,1
Bỏ đi rồi.,2,0
Rất khó dùng.,1,0
Mình vừa nhận được máy.. Thất vọng thật sự mua máy mới tinh mà trong danh ba có hàng loạt số và tên đã lưu.,2,0
Mau hết pin!,1,0
Pin hết quá nhanh.,1,0
Nó đã hư trong 3 ngày sử dụng và tôi đã đi trả lại nhưng không được THDĐ đồng ý! Chỉ bảo hành gửi về hãng.,1,0
Ok !,4,1
Tốt .,5,1
"Font chữ hơi nhỏ mà ko có chức năng chỉnh nên hơi khó nhìn chút, đặc biệt mình mua cho người trung niên hơi bất tiện. Còn lại dùng bình thường.",4,1
Nghe rõ dễ xử dụng.,5,1
"Mua cho người già sử dụng nhưng rất khó dùng, không thông dụng như các loại điện thoại bàn phím nổi khác. Các phím điều hướng khó hiểu, danh bạ cuộc gọi thì không có rõ ràng.... Nói chung rất khó sử dụng: Máy lại nhanh hết pin...",2,0
Tốt .,4,1
Máy dùng tạm ổn.,3,0
Ok !,4,1
"Mới mua không đến 1 tuần sài rất tệ. Pin quá kém, không tắt khó phím đc, không cài bàn phím gõ văn bản thuận tiện ( mỗi lần phải điều chỉnh từ đầu).. Tệ nhất phần pin sài không được 1 ngày vậy mà cũng ghi thông tin sử dụng 2-3 ngày. Thế giới di động 1 ngày 1 tệ đi nhập những mặt hàng quá kém chất lượng.",2,0
Tốt .,5,1
Ok !,5,1
"Mua về lắp sim bình thường.. Vài ngày sau có việc tháo sim ra, vẫn sạc đầy pin lúc sáng. Đến tối thì hết pin. Không hiểu là vì lý do gì. Giờ mà có mang ra đổi trả thì đc mấy đồng bạc đâu.",3,0
"Pin yếu sài đuợc 1 ngày, phụ huynh mang lên tặng hỏi cũng được câu trả lời: Một cục gạch giờ nó vậy.",1,0
Loa bé. Pin quá kém. Cục gạch mà pin ngày nào cũng phải sạch.. Dòng Nokia cũ dùng 4 5 ngày mới phải sạch.. Sóng 4G tắt đi rồi vẫn hiện 4G lên khi là đang bật hay tắt.,1,0
Hài lòng về sản phẩm và nhân viên tư vấn.,5,1
Ok !,5,1
"Không đáng mua nhé, mọi người màn hình hiển thị kém chữ bé, khó nhìn mình đã đổi trả sang em khác.",3,0
"Pin tệ, ngày nào cũng phải sạc .",2,0
"Cục gạch mà ngày nào cũng sạc pin , loa nhỏ.",1,0
"Đã dùng được hơn 1 tháng.Sạc pin nhưng không bao giờ đầy. Lúc nào cũng báo đang sạc pin mà sạc cả ngày trời vẫn đang sạch. Xong, chẳng dùng gì mà chưa đc nửa ngày đã lại hết pin. Chán.. Mn nên cân nhắc khi mua ạ.",1,0
"Đien thoai ban phim ma nhieu khi nhan nut tro lai 5 hay 6 lan khong an bi đo nhu đien thoai cam ung vay ,nut ok đe chon ban kho ,nhieu khi ban chon ma khong an no co nham nut len va xuong, giao dien hat nhac kho su dung va mo lau len khong bang nokia, 130 2g .",2,0
"Thiết kế hơi ọp ẹp, phím cứng bấm vào kiêu không được êm, pin dùng được 2 ngày, tắt hết 3g và nghe gọi vừa nghe gọi ổn loa trong tốt, khi nghe bằng loa ngoài thì hơi rè khó nghe.",3,0
"Điện thoại dùng không bị đơ , phù hợp cạp.",3,0
Sản phẩm tốt trong tầm giá .,5,1
"Mua về đc 1 tuần hơn ko có gì chê, âm thanh lớn , to rõ, chữ độ vừa ko quá nhỏ , đáng mua.",5,1
Sống mạnh mượt mà.,5,1
